101,1,23.1
101,2,51.3
101,3,1011.93
101,4,80.05
102,0,1.0
102,1,10.72
102,2,41.38
102,3,1021.6
102,4,63.77
103,0,1.0
103,1,29.46
103,2,71.94
103,3,1006.96
103,4,62.26
104,0,1.0
104,1,8.1
104,2,40.64
104,3,1020.66
104,4,89.04
105,0,1.0
105,1,27.29
105,2,62.66
105,3,1007.63
105,4,58.02
106,0,1.0
106,1,17.1
106,2,49.69
106,3,1005.53
106,4,81.82
107,0,1.0
107,1,11.49
107,2,44.2
107,3,1018.79
107,4,91.14
108,0,1.0
108,1,23.69
108,2,65.59
108,3,1010.85
108,4,88.92
109,0,1.0
109,1,13.51
109,2,40.89
109,3,1011.03
109,4,84.83
110,0,1.0
110,1,9.64
110,2,39.35
110,3,1015.1
110,4,91.76
111,0,1.0
111,1,25.65
111,2,78.92
111,3,1010.83
111,4,86.56
112,0,1.0
112,1,21.59
112,2,61.87
112,3,1011.18
112,4,57.21
113,0,1.0
113,1,27.98
113,2,58.33
113,3,1013.92
113,4,54.25
114,0,1.0
114,1,18.8
114,2,39.72
114,3,1001.24
114,4,63.8
115,0,1.0
115,1,18.28
115,2,44.71
115,3,1016.99
115,4,33.71
116,0,1.0
116,1,13.55
116,2,43.48
116,3,1016.08
116,4,67.25
117,0,1.0
117,1,22.99
117,2,46.21
117,3,1010.71
117,4,60.11
118,0,1.0
118,1,23.94
118,2,59.39
118,3,1014.32
118,4,74.55
119,0,1.0
119,1,13.74
119,2,34.03
119,3,1018.69
119,4,67.34
120,0,1.0
120,1,21.3
120,2,41.1
120,3,1001.86
120,4,42.75
121,0,1.0
121,1,27.54
121,2,66.93
121,3,1017.06
121,4,55.2
122,0,1.0
122,1,24.81
122,2,63.73
122,3,1009.34
122,4,83.61
123,0,1.0
123,1,4.97
123,2,42.85
123,3,1014.02
123,4,88.78
124,0,1.0
124,1,15.22
124,2,50.88
124,3,1014.19
124,4,100.12
125,0,1.0
125,1,23.88
125,2,54.2
125,3,1012.81
125,4,64.52
126,0,1.0
126,1,33.01
126,2,68.67
126,3,1005.2
126,4,51.41
127,0,1.0
127,1,25.98
127,2,73.18
127,3,1012.28
127,4,85.78
128,0,1.0
128,1,28.18
128,2,73.88
128,3,1005.89
128,4,75.41
129,0,1.0
129,1,21.67
129,2,60.84
129,3,1017.93
129,4,81.63
130,0,1.0
130,1,17.67
130,2,45.09
130,3,1014.26
130,4,51.92
131,0,1.0
131,1,21.37
131,2,57.76
131,3,1018.8
131,4,70.12
132,0,1.0
132,1,28.69
132,2,67.25
132,3,1017.71
132,4,53.83
133,0,1.0
133,1,16.61
133,2,43.77
133,3,1012.25
133,4,77.23
134,0,1.0
134,1,27.91
134,2,63.76
134,3,1010.27
134,4,65.67
135,0,1.0
135,1,20.97
135,2,47.43
135,3,1007.64
135,4,71.18
136,0,1.0
136,1,10.8
136,2,41.66
136,3,1013.79
136,4,81.96
137,0,1.0
137,1,20.61
137,2,62.91
137,3,1013.24
137,4,79.54
138,0,1.0
138,1,25.45
138,2,57.32
138,3,1011.7
138,4,47.09
139,0,1.0
139,1,30.16
139,2,69.34
139,3,1007.67
139,4,57.69
140,0,1.0
140,1,4.99
140,2,39.04
140,3,1020.45
140,4,78.89
141,0,1.0
141,1,10.51
141,2,44.78
141,3,1012.59
141,4,85.29
142,0,1.0
142,1,33.79
142,2,69.05
142,3,1001.62
142,4,40.13
143,0,1.0
143,1,21.34
143,2,59.8
143,3,1016.92
143,4,77.06
144,0,1.0
144,1,23.4
144,2,65.06
144,3,1014.32
144,4,67.38
145,0,1.0
145,1,32.21
145,2,68.14
145,3,1003.34
145,4,62.44
146,0,1.0
146,1,14.26
146,2,42.32
146,3,1016.0
146,4,77.43
147,0,1.0
147,1,27.71
147,2,66.93
147,3,1016.85
147,4,58.77
148,0,1.0
148,1,21.95
148,2,57.76
148,3,1018.02
148,4,67.72
149,0,1.0
149,1,25.76
149,2,63.94
149,3,1018.49
149,4,42.14
150,0,1.0
150,1,23.68
150,2,68.3
150,3,1017.93
150,4,84.16
151,0,1.0
151,1,8.28
151,2,40.77
151,3,1011.55
151,4,89.79
152,0,1.0
152,1,23.44
152,2,62.52
152,3,1016.46
152,4,67.21
153,0,1.0
153,1,25.32
153,2,48.41
153,3,1008.47
153,4,72.14
154,0,1.0
154,1,3.94
154,2,39.9
154,3,1008.06
154,4,97.49
155,0,1.0
155,1,17.3
155,2,57.76
155,3,1016.26
155,4,87.74
156,0,1.0
156,1,18.2
156,2,49.39
156,3,1018.83
156,4,96.3
157,0,1.0
157,1,21.43
157,2,46.97
157,3,1013.94
157,4,61.25
158,0,1.0
158,1,11.16
158,2,40.05
158,3,1014.95
158,4,88.38
159,0,1.0
159,1,30.38
159,2,74.16
159,3,1007.44
159,4,74.77
160,0,1.0
160,1,23.36
160,2,62.52
160,3,1016.18
160,4,68.18
161,0,1.0
161,1,21.69
161,2,47.45
161,3,1007.56
161,4,77.2
162,0,1.0
162,1,23.62
162,2,49.21
162,3,1014.1
162,4,49.54
163,0,1.0
163,1,21.87
163,2,61.45
163,3,1011.13
163,4,92.22
164,0,1.0
164,1,29.25
164,2,66.51
164,3,1015.53
164,4,33.65
165,0,1.0
165,1,20.03
165,2,66.86
165,3,1013.05
165,4,64.59
166,0,1.0
166,1,18.14
166,2,49.78
166,3,1002.95
166,4,100.09
167,0,1.0
167,1,24.23
167,2,56.89
167,3,1012.32
167,4,68.04
168,0,1.0
168,1,18.11
168,2,44.85
168,3,1014.48
168,4,48.94
169,0,1.0
169,1,6.57
169,2,43.65
169,3,1018.24
169,4,74.47
170,0,1.0
170,1,12.56
170,2,43.41
170,3,1016.93
170,4,81.02
171,0,1.0
171,1,13.4
171,2,41.58
171,3,1020.5
171,4,71.17
172,0,1.0
172,1,27.1
172,2,52.84
172,3,1006.28
172,4,53.85
173,0,1.0
173,1,14.28
173,2,42.74
173,3,1028.79
173,4,70.67
174,0,1.0
174,1,16.29
174,2,44.34
174,3,1019.49
174,4,59.36
175,0,1.0
175,1,31.24
175,2,71.98
175,3,1004.66
175,4,57.17
176,0,1.0
176,1,10.57
176,2,37.73
176,3,1024.36
176,4,70.29
177,0,1.0
177,1,13.8
177,2,44.21
177,3,1022.93
177,4,83.37
178,0,1.0
178,1,25.3
178,2,71.58
178,3,1010.18
178,4,87.36
179,0,1.0
179,1,18.06
179,2,50.16
179,3,1009.52
179,4,100.09
180,0,1.0
180,1,25.42
180,2,59.04
180,3,1011.98
180,4,68.78
181,0,1.0
181,1,15.07
181,2,40.69
181,3,1015.29
181,4,70.98
182,0,1.0
182,1,11.75
182,2,71.14
182,3,1019.36
182,4,75.68
183,0,1.0
183,1,20.23
183,2,52.05
183,3,1012.15
183,4,47.49
184,0,1.0
184,1,27.31
184,2,59.54
184,3,1006.24
184,4,71.99
185,0,1.0
185,1,28.57
185,2,69.84
185,3,1003.57
185,4,66.55
186,0,1.0
186,1,17.9
186,2,43.72
186,3,1008.64
186,4,74.73
187,0,1.0
187,1,23.83
187,2,71.37
187,3,1002.04
187,4,64.78
188,0,1.0
188,1,27.92
188,2,74.99
188,3,1005.47
188,4,75.13
189,0,1.0
189,1,17.34
189,2,44.78
189,3,1007.81
189,4,56.38
190,0,1.0
190,1,17.94
190,2,63.07
190,3,1012.42
190,4,94.35
191,0,1.0
191,1,6.4
191,2,39.9
191,3,1007.75
191,4,86.55
192,0,1.0
192,1,11.78
192,2,39.96
192,3,1011.37
192,4,82.95
193,0,1.0
193,1,20.28
193,2,57.25
193,3,1010.12
193,4,88.42
194,0,1.0
194,1,21.04
194,2,54.2
194,3,1012.26
194,4,85.61
195,0,1.0
195,1,25.11
195,2,67.32
195,3,1014.49
195,4,58.39
196,0,1.0
196,1,30.28
196,2,70.98
196,3,1007.51
196,4,74.28
197,0,1.0
197,1,8.14
197,2,36.24
197,3,1013.15
197,4,87.85
198,0,1.0
198,1,16.86
198,2,39.63
198,3,1004.47
198,4,83.5
199,0,1.0
199,1,6.25
199,2,40.07
199,3,1020.19
199,4,65.24
200,0,1.0
200,1,22.35
200,2,54.42
200,3,1012.46
200,4,75.01
201,0,1.0
201,1,17.98
201,2,56.85
201,3,1012.28
201,4,84.52
202,0,1.0
202,1,21.19
202,2,42.48
202,3,1013.43
202,4,80.52
203,0,1.0
203,1,20.94
203,2,44.89
203,3,1009.64
203,4,75.14
204,0,1.0
204,1,24.23
204,2,58.79
204,3,1009.8
204,4,75.75
205,0,1.0
205,1,19.18
205,2,58.2
205,3,1017.46
205,4,76.72
206,0,1.0
206,1,20.88
206,2,57.85
206,3,1012.39
206,4,85.47
207,0,1.0
207,1,23.67
207,2,63.86
207,3,1019.67
207,4,57.95
208,0,1.0
208,1,14.12
208,2,39.52
208,3,1018.41
208,4,78.32
209,0,1.0
209,1,25.23
209,2,64.63
209,3,1020.59
209,4,52.2
210,0,1.0
210,1,6.54
210,2,39.33
210,3,1011.54
210,4,93.69
211,0,1.0
211,1,20.08
211,2,62.52
211,3,1017.99
211,4,75.74
212,0,1.0
212,1,24.67
212,2,63.56
212,3,1013.75
212,4,67.56
213,0,1.0
213,1,27.82
213,2,79.74
213,3,1008.37
213,4,69.46
214,0,1.0
214,1,15.55
214,2,42.03
214,3,1017.41
214,4,74.58
215,0,1.0
215,1,24.26
215,2,69.51
215,3,1013.43
215,4,53.23
216,0,1.0
216,1,13.45
216,2,41.49
216,3,1020.19
216,4,88.72
217,0,1.0
217,1,11.06
217,2,40.64
217,3,1021.47
217,4,96.16
218,0,1.0
218,1,24.91
218,2,52.3
218,3,1008.72
218,4,68.26
219,0,1.0
219,1,22.39
219,2,59.04
219,3,1011.78
219,4,86.39
220,0,1.0
220,1,11.95
220,2,40.69
220,3,1015.62
220,4,85.34
221,0,1.0
221,1,14.85
221,2,40.69
221,3,1014.91
221,4,72.64
222,0,1.0
222,1,10.11
222,2,41.62
222,3,1017.17
222,4,97.82
223,0,1.0
223,1,23.67
223,2,68.67
223,3,1006.71
223,4,77.22
224,0,1.0
224,1,16.14
224,2,44.21
224,3,1020.36
224,4,80.59
225,0,1.0
225,1,15.11
225,2,43.13
225,3,1014.99
225,4,46.91
226,0,1.0
226,1,24.14
226,2,59.87
226,3,1018.47
226,4,57.76
227,0,1.0
227,1,30.08
227,2,67.25
227,3,1017.6
227,4,53.09
228,0,1.0
228,1,14.77
228,2,44.9
228,3,1020.5
228,4,84.31
229,0,1.0
229,1,27.6
229,2,69.34
229,3,1009.63
229,4,71.58
230,0,1.0
230,1,13.89
230,2,44.84
230,3,1023.66
230,4,92.97
231,0,1.0
231,1,26.85
231,2,75.6
231,3,1017.43
231,4,74.55
232,0,1.0
232,1,12.41
232,2,40.96
232,3,1023.36
232,4,78.96
233,0,1.0
233,1,13.08
233,2,41.74
233,3,1020.75
233,4,64.44
234,0,1.0
234,1,18.93
234,2,44.06
234,3,1017.58
234,4,68.23
235,0,1.0
235,1,20.5
235,2,49.69
235,3,1009.6
235,4,70.81
236,0,1.0
236,1,30.72
236,2,69.13
236,3,1009.94
236,4,61.66
237,0,1.0
237,1,7.55
237,2,39.22
237,3,1014.53
237,4,77.76
238,0,1.0
238,1,13.49
238,2,44.47
238,3,1030.46
238,4,69.49
239,0,1.0
239,1,15.62
239,2,40.12
239,3,1013.03
239,4,96.26
240,0,1.0
240,1,24.8
240,2,64.63
240,3,1020.69
240,4,55.74
241,0,1.0
241,1,10.03
241,2,41.62
241,3,1014.55
241,4,95.61
242,0,1.0
242,1,22.43
242,2,63.21
242,3,1012.06
242,4,84.75
243,0,1.0
243,1,14.95
243,2,39.31
243,3,1009.15
243,4,75.3
244,0,1.0
244,1,24.78
244,2,58.46
244,3,1016.82
244,4,67.5
245,0,1.0
245,1,23.2
245,2,48.41
245,3,1008.64
245,4,80.92
246,0,1.0
246,1,14.01
246,2,39.0
246,3,1016.73
246,4,79.23
247,0,1.0
247,1,19.4
247,2,64.63
247,3,1020.38
247,4,81.1
248,0,1.0
248,1,30.15
248,2,67.32
248,3,1013.83
248,4,32.8
249,0,1.0
249,1,6.91
249,2,36.08
249,3,1021.82
249,4,84.31
250,0,1.0
250,1,29.04
250,2,60.07
250,3,1015.42
250,4,46.15
251,0,1.0
251,1,26.02
251,2,63.07
251,3,1010.94
251,4,53.96
252,0,1.0
252,1,5.89
252,2,39.48
252,3,1005.11
252,4,59.83
253,0,1.0
253,1,26.52
253,2,71.64
253,3,1008.27
253,4,75.3
254,0,1.0
254,1,28.53
254,2,68.08
254,3,1013.27
254,4,42.53
255,0,1.0
255,1,16.59
255,2,39.54
255,3,1007.97
255,4,70.58
256,0,1.0
256,1,22.95
256,2,67.79
256,3,1009.89
256,4,91.69
257,0,1.0
257,1,23.96
257,2,47.43
257,3,1008.38
257,4,63.55
258,0,1.0
258,1,17.48
258,2,44.2
258,3,1018.89
258,4,61.51
259,0,1.0
259,1,6.69
259,2,43.65
259,3,1020.14
259,4,69.55
260,0,1.0
260,1,10.25
260,2,41.26
260,3,1007.44
260,4,98.08
261,0,1.0
261,1,28.87
261,2,72.58
261,3,1008.69
261,4,79.34
262,0,1.0
262,1,12.04
262,2,40.23
262,3,1018.07
262,4,81.28
263,0,1.0
263,1,22.58
263,2,52.3
263,3,1009.04
263,4,78.99
264,0,1.0
264,1,15.12
264,2,52.05
264,3,1014.63
264,4,80.38
265,0,1.0
265,1,25.48
265,2,58.95
265,3,1017.02
265,4,51.16
266,0,1.0
266,1,27.87
266,2,70.79
266,3,1003.96
266,4,72.17
267,0,1.0
267,1,23.72
267,2,70.47
267,3,1010.65
267,4,75.39
268,0,1.0
268,1,25.0
268,2,59.43
268,3,1007.84
268,4,68.91
269,0,1.0
269,1,8.42
269,2,40.64
269,3,1022.35
269,4,96.38
270,0,1.0
270,1,22.46
270,2,58.49
270,3,1011.5
270,4,70.54
271,0,1.0
271,1,29.92
271,2,57.19
271,3,1008.62
271,4,45.8
272,0,1.0
272,1,11.68
272,2,39.22
272,3,1017.9
272,4,57.95
273,0,1.0
273,1,14.04
273,2,42.44
273,3,1012.74
273,4,81.89
274,0,1.0
274,1,19.86
274,2,59.14
274,3,1016.12
274,4,69.32
275,0,1.0
275,1,25.99
275,2,68.08
275,3,1013.13
275,4,59.14
276,0,1.0
276,1,23.42
276,2,58.79
276,3,1009.74
276,4,81.54
277,0,1.0
277,1,10.6
277,2,40.22
277,3,1011.37
277,4,85.81
278,0,1.0
278,1,20.97
278,2,61.87
278,3,1011.45
278,4,65.41
279,0,1.0
279,1,14.14
279,2,39.82
279,3,1012.46
279,4,81.15
280,0,1.0
280,1,8.56
280,2,40.71
280,3,1021.27
280,4,95.87
281,0,1.0
281,1,24.86
281,2,72.39
281,3,1001.15
281,4,90.24
282,0,1.0
282,1,29.0
282,2,77.54
282,3,1011.33
282,4,75.13
283,0,1.0
283,1,27.59
283,2,71.97
283,3,1008.64
283,4,88.22
284,0,1.0
284,1,10.45
284,2,40.71
284,3,1015.68
284,4,81.48
285,0,1.0
285,1,8.51
285,2,40.78
285,3,1023.51
285,4,89.84
286,0,1.0
286,1,29.82
286,2,66.51
286,3,1010.98
286,4,43.57
287,0,1.0
287,1,22.56
287,2,62.26
287,3,1012.11
287,4,63.16
288,0,1.0
288,1,11.38
288,2,39.22
288,3,1018.62
288,4,57.14
289,0,1.0
289,1,20.25
289,2,57.76
289,3,1016.28
289,4,77.76
290,0,1.0
290,1,22.42
290,2,59.43
290,3,1007.12
290,4,90.56
291,0,1.0
291,1,14.85
291,2,38.91
291,3,1014.48
291,4,60.98
292,0,1.0
292,1,25.62
292,2,58.82
292,3,1010.02
292,4,70.31
293,0,1.0
293,1,19.85
293,2,56.53
293,3,1020.57
293,4,74.05
294,0,1.0
294,1,13.67
294,2,54.3
294,3,1015.92
294,4,75.42
295,0,1.0
295,1,24.39
295,2,70.72
295,3,1009.78
295,4,82.25
296,0,1.0
296,1,16.07
296,2,44.58
296,3,1019.52
296,4,67.95
297,0,1.0
297,1,11.6
297,2,39.1
297,3,1009.81
297,4,100.09
298,0,1.0
298,1,31.38
298,2,70.83
298,3,1010.35
298,4,47.28
299,0,1.0
299,1,29.91
299,2,76.86
299,3,998.59
299,4,72.41
300,0,1.0
300,1,19.67
300,2,59.39
300,3,1014.07
300,4,77.67
301,0,1.0
301,1,27.18
301,2,64.79
301,3,1016.27
301,4,63.7
302,0,1.0
302,1,21.39
302,2,52.3
302,3,1009.2
302,4,79.77
303,0,1.0
303,1,10.45
303,2,41.01
303,3,1020.57
303,4,93.84
304,0,1.0
304,1,19.46
304,2,56.89
304,3,1014.02
304,4,84.95
305,0,1.0
305,1,23.55
305,2,62.96
305,3,1020.16
305,4,70.16
306,0,1.0
306,1,23.35
306,2,63.47
306,3,1011.78
306,4,84.24
307,0,1.0
307,1,9.26
307,2,41.66
307,3,1016.87
307,4,73.32
308,0,1.0
308,1,10.3
308,2,41.46
308,3,1018.21
308,4,86.17
309,0,1.0
309,1,20.94
309,2,58.16
309,3,1016.88
309,4,65.43
310,0,1.0
310,1,23.13
310,2,71.25
310,3,1002.49
310,4,94.59
311,0,1.0
311,1,12.77
311,2,41.5
311,3,1014.13
311,4,86.8
312,0,1.0
312,1,28.29
312,2,69.13
312,3,1009.29
312,4,58.18
313,0,1.0
313,1,19.13
313,2,59.21
313,3,1018.32
313,4,89.66
314,0,1.0
314,1,24.44
314,2,73.5
314,3,1011.49
314,4,87.39
315,0,1.0
315,1,20.32
315,2,44.6
315,3,1015.16
315,4,36.35
316,0,1.0
316,1,20.54
316,2,69.05
316,3,1001.6
316,4,79.62
317,0,1.0
317,1,12.16
317,2,45.0
317,3,1021.51
317,4,50.52
318,0,1.0
318,1,28.09
318,2,65.27
318,3,1013.27
318,4,51.96
319,0,1.0
319,1,9.25
319,2,41.82
319,3,1033.25
319,4,74.73
320,0,1.0
320,1,21.75
320,2,49.82
320,3,1015.01
320,4,78.33
321,0,1.0
321,1,23.7
321,2,66.56
321,3,1002.07
321,4,85.19
322,0,1.0
322,1,16.22
322,2,37.87
322,3,1022.36
322,4,83.13
323,0,1.0
323,1,24.75
323,2,69.45
323,3,1013.97
323,4,53.49
324,0,1.0
324,1,10.48
324,2,39.58
324,3,1011.81
324,4,88.86
325,0,1.0
325,1,29.53
325,2,70.79
325,3,1003.7
325,4,60.89
326,0,1.0
326,1,12.59
326,2,39.72
326,3,1017.76
326,4,61.14
327,0,1.0
327,1,23.5
327,2,54.42
327,3,1012.31
327,4,68.29
328,0,1.0
328,1,29.01
328,2,66.56
328,3,1006.44
328,4,57.62
329,0,1.0
329,1,9.75
329,2,42.49
329,3,1010.57
329,4,83.63
330,0,1.0
330,1,19.55
330,2,56.53
330,3,1020.2
330,4,78.1
331,0,1.0
331,1,21.05
331,2,58.33
331,3,1013.14
331,4,66.34
332,0,1.0
332,1,24.72
332,2,68.67
332,3,1006.74
332,4,79.02
333,0,1.0
333,1,21.19
333,2,58.86
333,3,1014.19
333,4,68.96
334,0,1.0
334,1,10.77
334,2,41.54
334,3,1019.94
334,4,71.13
335,0,1.0
335,1,28.68
335,2,73.77
335,3,1004.72
335,4,87.01
336,0,1.0
336,1,29.87
336,2,73.91
336,3,1004.53
336,4,74.3
337,0,1.0
337,1,22.99
337,2,68.67
337,3,1006.65
337,4,77.62
338,0,1.0
338,1,24.66
338,2,60.29
338,3,1018.0
338,4,59.56
339,0,1.0
339,1,32.63
339,2,69.89
339,3,1013.85
339,4,41.66
340,0,1.0
340,1,31.38
340,2,72.29
340,3,1008.73
340,4,73.27
341,0,1.0
341,1,23.87
